,hwd,pronSampa,ipa,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
9353,travesty,t r\ { v @ s t i:,tɹævəstiː,3,trăvĕʹſty,,,,a.,55.0,217,travesty
9354,tray,t r\ eI,tɹ?,1,tray,,,,n.,56.0,217,tray
9355,treacherous,t r\ E tS 3:r @ s,tɹɛ?ɜ:rəs,3,treaʹchĕr_o_us,,,,a.,57.0,217,treacherous
9356,treachery,t r\ E tS 3:r i:,tɹɛ?ɜ:riː,3,treaʹchĕry,,,,n.,58.0,217,treachery
9357,tread,t r\ E d,tɹɛd,1,tread,,,,v.,60.0,217,tread
9358,treason,t r\ i: z @ n,tɹiːzən,2,treaʹſon,,,,n.,62.0,217,treason
9359,treasure,t r\ E Z 3:r,tɹɛʒɜ:r,2,treaʹsūre,F.,,,n.,64.0,217,treasure
9360,treasurer,t r\ E Z 3:r 3:r,tɹɛʒɜ:rɜ:r,3,treaʹsūrer,,,,n.,65.0,217,treasurer
9361,treasury,t r\ E Z 3:r i:,tɹɛʒɜ:riː,3,treaʹsūry,,,,n.,66.0,217,treasury
9362,treat,t r\ i: t,tɹiːt,1,treat,F.,,,v.,67.0,217,treat
9363,treatise,t r\ i: 4 @ s,tɹiːɾəs,2,treaʹtĭſe,L.,,,n.,68.0,217,treatise
9364,treatment,t r\ i: t m @ n t,tɹiːtmənt,2,treaʹtment,F.,,,n.,69.0,217,treatment
9365,treaty,t r\ i: 4 i:,tɹiːɾiː,2,treaʹty,F.,,,n.,70.0,217,treaty
9366,treble,t r\ E b @ l,tɹɛbəl,2,trĕʹble,L.,,,n.,71.0,217,treble
9367,tree,t r\ i:,tɹiː,1,tree,,,,n.,72.0,217,tree
9368,tremble,t r\ E m b @ l,tɹɛmbəl,2,trĕʹmble,,,,v.,3.0,218,tremble
9369,tremendous,t r\ @ m E n d @ s,tɹəmɛndəs,3,tremĕʹnd_o_us,L.,,,a.,4.0,218,tremendous
9370,tremor,t r\ E m 3:r,tɹɛmɜ:r,2,trĕʹmor,L.,,,n.,5.0,218,tremor
9371,tremulous,t r\ E m j @ l @ s,tɹɛmjələs,3,trĕʹmūl_o_us,,,,a.,6.0,218,tremulous
9372,trench,t r\ E n tS,tɹɛn?,1,trĕnch,,,,n.,7.0,218,trench
9373,trencher,t r\ E n tS 3:r,tɹɛn?ɜ:r,2,trĕʹncher,,,,n.,8.0,218,trencher
9374,trenches,t r\ E n tS i z,tɹɛn?iz,2,trĕʹnches,,,,n.,9.0,218,trenches
9375,trepidation,t r\ E p i d eI S @ n,tɹɛpid?ʃən,5,trĕpĭdāʹtion,L.,,,n.,11.0,218,trepidation
9376,trespass,t r\ E s p { s,tɹɛspæs,2,trĕʹſpăſs,F.,,,n.,12.0,218,trespass
9377,tressel,t r\ E s @ l,tɹɛsəl,2,treʹſſel,,,,n.,13.0,218,tressel
9378,tresses,t r\ E s i z,tɹɛsiz,2,trĕʹſſes,,,,n.,14.0,218,tresses
9379,trial,t r\ aI @ l,tɹ?əl,2,trīʹal,,,,n.,17.0,218,trial
9380,triangle,t r\ aI { N g @ l,tɹ?æŋgəl,3,trīʹăngle,L.,,,n.,18.0,218,triangle
9381,triangular,t r\ aI { N g j @ l 3:r,tɹ?æŋgjəlɜ:r,4,trīʹăngŭlar,,,,a.,19.0,218,triangular
9382,tribe,t r\ aI b,tɹ?b,1,trībe,,,,n.,20.0,218,tribe
9383,tribulation,t r\ I b j @ l eI S @ n,tɹɪbjəl?ʃən,5,trĭbūlāʹtion,L.,,,n.,21.0,218,tribulation
9384,tribunal,t r\ @ b j u n @ l,tɹəbjunəl,3,trĭbūʹnal,L.,,,n.,22.0,218,tribunal
9385,tributary,t r\ I b j @ t E r\ i:,tɹɪbjətɛɹiː,4,trĭʹbūtăry,,,,a.,25.0,218,tributary
9386,tribute,t r\ I b j u t,tɹɪbjut,2,trĭʹbūte,L.,,,n.,26.0,218,tribute
9387,trice,t r\ aI s,tɹ?s,1,trīce,,,,p.,27.0,218,trice
9388,trick,t r\ I k,tɹɪk,1,trĭck,,,,n.,28.0,218,trick
9389,trickle,t r\ I k @ l,tɹɪkəl,2,trĭʹckle,,,,v.,29.0,218,trickle
9390,trident,t r\ aI d @ n t,tɹ?dənt,2,trīʹdent,L.,,,n.,31.0,218,trident
9391,triennial,t r\ aI E n i: @ l,tɹ?ɛniːəl,4,trīʹĕnnĭal,L.,,,a.,32.0,218,triennial
9392,trifle,t r\ aI f @ l,tɹ?fəl,2,trīʹfle,,,,v.,33.0,218,trifle
9393,trifling,t r\ aI f l i N,tɹ?fliŋ,2,trīʹfling,,,,n.,34.0,218,trifling
9394,trigger,t r\ I g 3:r,tɹɪgɜ:r,2,trĭʹgg_e_r,,,,n.,36.0,218,trigger
9395,trilateral,t r\ aI l { 4 3:r @ l,tɹ?læɾɜ:rəl,4,trīlăʹtĕral,L.,,,a.,41.0,218,trilateral
9396,trill,t r\ I l,tɹɪl,1,trĭll,,,,n.,42.0,218,trill
9397,trim,t r\ I m,tɹɪm,1,trĭm,,,,a.,43.0,218,trim
9398,trimmer,t r\ I m 3:r,tɹɪmɜ:r,2,trĭʹmmer,,,,n.,44.0,218,trimmer
9399,trimmings,t r\ I m i N z,tɹɪmiŋz,2,trĭʹmmings,,,,n.,45.0,218,trimmings
9400,trine,t r\ aI n,tɹ?n,1,trīne,,,,n.,46.0,218,trine
9401,trinity,t r\ I n @ 4 i:,tɹɪnəɾiː,3,trĭʹnĭty,,,,n.,48.0,218,trinity
9402,trinket,t r\ I N k @ t,tɹɪŋkət,2,trĭʹnket,,,,n.,49.0,218,trinket
9403,trip,t r\ I p,tɹɪp,1,trĭp,,,,n.,51.0,218,trip
9404,tripartite,t r\ aI p A r\ t aI t,tɹ?pɑɹt?t,3,trĭpăʹrtīte,L.,,,a.,53.0,218,tripartite
9405,tripe,t r\ aI p,tɹ?p,1,trīpe,F.,,,n.,55.0,218,tripe
9406,triple,t r\ I p @ l,tɹɪpəl,3,trīʹple,,,,a.,57.0,218,triple
9407,triplicate,t r\ I p l i k @ t,tɹɪplikət,3,trīʹplĭcāte,,,,a.,58.0,218,triplicate
9408,tripod,t r\ aI p A d,tɹ?pɑd,2,trīʹpod,,,,n.,60.0,218,tripod
9409,tripping,t r\ I p i N,tɹɪpiŋ,2,trĭʹpping,,,,n.,62.0,218,tripping
9410,trite,t r\ aI t,tɹ?t,1,trīte,,,,a.,64.0,218,trite
9411,triton,t r\ aI t @ n,tɹ?tən,2,trīʹton,G.,,,n.,66.0,218,triton
9412,triumph,t r\ aI @ m f,tɹ?əmf,2,trīʹŭmph,,,,n.,69.0,218,triumph
9413,triumphal,t r\ aI V m f @ l,tɹ?ʌmfəl,3,trīŭʹmphal,,,,a.,70.0,218,triumphal
9414,triumvirate,t r\ aI V m v 3:r @ t,tɹ?ʌmvɜ:rət,4,trīŭʹmvĭrāte,,,,n.,72.0,218,triumvirate
9415,trivial,t r\ I v i: @ l,tɹɪviːəl,3,trĭʹvĭal,L.,,,a.,68.0,218,trivial
9416,trolling,t r\ @U l i N,tɹoʊliŋ,2,trŏʹlling,,,,n.,5.0,219,trolling
9417,troop,t r\ u p,tɹup,1,troop,F.,,,n.,8.0,219,troop
9418,trooper,t r\ u p 3:r,tɹupɜ:r,2,trooʹp_e_r,,,,n.,9.0,219,trooper
9419,trophy,t r\ @U f i:,tɹoʊfiː,2,trŏʹphy,G.,,,n.,11.0,219,trophy
9420,tropics,t r\ A p i k s,tɹɑpiks,2,trŏʹpics,,,,n.,12.0,219,tropics
9421,trot,t r\ A t,tɹɑt,1,trŏt,F.,,,n.,13.0,219,trot
9422,troth,t r\ @U T,tɹoʊθ,1,trŏth,,,,n.,14.0,219,troth
9423,trouble,t r\ V b @ l,tɹʌbəl,2,tr_o_ŭʹble,,,,v.,16.0,219,trouble
9424,troublesome,t r\ V b @ l s @ m,tɹʌbəlsəm,3,tr_o_ŭʹbl_e_sŏme,,,,a.,17.0,219,troublesome
9425,trowel,t r\ aU w E l,tɹ?wɛl,3,trȯʹẇel,F.,,,n.,22.0,219,trowel
9426,troy,t r\ OI,tɹ?,1,troy,,,,n.,23.0,219,troy
9427,truant,t r\ u @ n t,tɹuənt,2,trūʹănt,F.,,,n.,24.0,219,truant
9428,truce,t r\ u s,tɹus,1,trūce,,,,n.,25.0,219,truce
9429,truck,t r\ V k,tɹʌk,1,trŭck,F.,,,n.,27.0,219,truck
9430,trucks,t r\ V k s,tɹʌks,1,trŭcks,,,,n.,29.0,219,trucks
9431,trudge,t r\ V dZ,tɹʌ?,1,trŭdge,,,,v.,30.0,219,trudge
9432,true,t r\ u,tɹu,1,trūe,,,,a.,31.0,219,true
9433,truelove,t r\ u l V v,tɹulʌv,2,trūʹ_e_lŏve,,,,n.,32.0,219,truelove
9434,truffle,t r\ V f @ l,tɹʌfəl,2,trŭʹffle,,,,n.,33.0,219,truffle
9435,trull,t r\ V l,tɹʌl,1,trŭll,,,,n.,34.0,219,trull
9436,truly,t r\ u l i:,tɹuliː,2,trūʹly,,,,p.,35.0,219,truly
9437,trump,t r\ V m p,tɹʌmp,1,trŭmp,,,,n.,36.0,219,trump
9438,trumpet,t r\ V m p @ t,tɹʌmpət,2,trŭʹmpet,,,,v.,38.0,219,trumpet
9439,truncheon,t r\ V n tS i n,tɹʌn?in,3,trŭʹncheon,F.,,,n.,39.0,219,truncheon
9440,trundle,t r\ V n d @ l,tɹʌndəl,2,trŭʹndle,F.,,,v.,40.0,219,trundle
9441,trunk,t r\ V N k,tɹʌŋk,1,trŭnk,,,,n.,41.0,219,trunk
9442,truss,t r\ V s,tɹʌs,1,trŭſs,F.,,,n.,43.0,219,truss
9443,trust,t r\ V s t,tɹʌst,1,trŭſt,,,,n.,44.0,219,trust
9444,trustee,t r\ V s t i:,tɹʌstiː,2,trŭſteeʹ,,,,n.,45.0,219,trustee
9445,trusty,t r\ V s t i:,tɹʌstiː,2,trŭʹſty,,,,a.,46.0,219,trusty
9446,truth,t r\ u T,tɹuθ,1,trūth,,,,n.,47.0,219,truth
9447,try,t r\ aI,tɹ?,1,try,,,,v.,48.0,219,try
9448,tub,t V b,tʌb,1,tŭb,,,,n.,50.0,219,tub
9449,tube,t u b,tub,1,tūbe,L.,,,n.,51.0,219,tube
9450,tuck,t V k,tʌk,1,tŭck,,,,n.,55.0,219,tuck
9451,tucker,t V k 3:r,tʌkɜ:r,2,tŭʹck_e_r,,,,n.,56.0,219,tucker
9452,tuesday,t u z d i:,tuzdiː,2,tūʹ_e_ſday,,,,n.,57.0,219,tuesday
9453,tuft,t V f t,tʌft,1,tŭft,,,,n.,58.0,219,tuft
9454,tug,t V g,tʌg,1,tŭg,,,,n.,59.0,219,tug
9455,tuition,t j u I S @ n,tjuɪʃən,4,tūĭʹtion,,,,n.,60.0,219,tuition
9456,tulip,t u l @ p,tuləp,2,tūʹlĭp,F.,,,n.,61.0,219,tulip
9457,tumble,t V m b @ l,tʌmbəl,2,tŭʹmble,F.,,,v.,64.0,219,tumble
9458,tumbler,t V m b l 3:r,tʌmblɜ:r,1,tŭʹmbler,,,,n.,65.0,219,tumbler
9459,tumult,t u m @ l t,tuməlt,2,tūʹmŭlt,,,,n.,70.0,219,tumult
9460,tumultuous,t u m V l tS u @ s,tumʌl?uəs,4,tūmŭʹltū_o_us,,,,a.,71.0,219,tumultuous
9461,tune,t u n,tun,1,tūne,,,,n.,73.0,219,tune
9462,tunic,t u n i k,tunik,2,tūʹnic,L.,,,n.,3.0,220,tunic
9463,tunnel,t V n @ l,tʌnəl,2,tŭʹnnel,F.,,,n.,5.0,220,tunnel
9464,tunny,t V n i:,tʌniː,2,tŭʹnny,,,,n.,6.0,220,tunny
9465,turbot,t 3:r b @U,tɜ:rboʊ,2,tŭʹrbŏt,,,,n.,11.0,220,turbot
9466,turbulent,t 3:r b j @ l @ n t,tɜ:rbjələnt,3,tŭʹrbūlent,L.,,,a.,13.0,220,turbulent
9467,turf,t 3:r f,tɜ:rf,1,tŭrf,,,,n.,14.0,220,turf
9468,turgid,t 3:r dZ i d,tɜ:r?id,2,tŭʹrgid,L.,,,a.,15.0,220,turgid
9469,turk,t 3:r k,tɜ:rk,1,tŭrk,,,,n.,16.0,220,turk
9470,turkey,t 3:r k i:,tɜ:rkiː,2,tŭʹrkey,,,,n.,17.0,220,turkey
9471,turkish,t 3:r k i S,tɜ:rkiʃ,2,tŭʹrkiſh,,,,a.,19.0,220,turkish
9472,turmoil,t 3:r m OI l,tɜ:rm?l,3,tŭʹrmoil,,,,v.,20.0,220,turmoil
9473,turn,t 3:r n,tɜ:rn,1,tŭrn,,,,v.,21.0,220,turn
9474,turner,t 3:r n 3:r,tɜ:rnɜ:r,2,tŭʹrner,,,,n.,23.0,220,turner
9475,turnip,t 3:r n @ p,tɜ:rnəp,2,tŭʹrnip,,,,n.,24.0,220,turnip
9476,turnpike,t 3:r n p aI k,tɜ:rnp?k,2,tŭʹrnpīke,,,,n.,25.0,220,turnpike
9477,turpitude,t 3:r p i t u d,tɜ:rpitud,3,tŭʹrpĭtūde,L.,,,n.,27.0,220,turpitude
9478,turret,t 3:r @ t,tɜ:rət,2,tŭʹrret,F.,,,n.,28.0,220,turret
9479,turtle,t 3:r 4 @ l,tɜ:rɾəl,2,tŭʹrtle,F.,,,n.,29.0,220,turtle
9480,tuscan,t V s k @ n,tʌskən,2,tŭʹſcan,,,,n.,30.0,220,tuscan
9481,tushes,t U S i z,tʊʃiz,2,tŭʹſhes,,,,n.,31.0,220,tushes
9482,tusks,t V s k s,tʌsks,1,tŭſks,,,,n.,32.0,220,tusks
9483,tutelage,t j u 4 i l i dZ,tjuɾili?,3,tūtĕʹlage,L.,,,n.,33.0,220,tutelage
9484,tutor,t u 4 3:r,tuɾɜ:r,2,tūʹtor,,,,n.,35.0,220,tutor
9485,twain,t w eI n,tw?n,1,twain,,,,n.,38.0,220,twain
9486,twang,t w A N,twɑŋ,1,twăng,,,,n.,39.0,220,twang
9487,tweezers,t w i: z 3:r z,twiːzɜ:rz,2,tweeʹzers,,,,n.,41.0,220,tweezers
9488,twelfth,t w E l f T,twɛlfθ,1,twĕlfth,,,,n.,42.0,220,twelfth
9489,twelve,t w E l v,twɛlv,1,twĕlve,,,,n.,43.0,220,twelve
9490,twenty,t w E n t i:,twɛntiː,2,twĕʹnty,,,,n.,44.0,220,twenty
9491,twice,t w aI s,tw?s,1,twīce,,,,p.,45.0,220,twice
9492,twig,t w I g,twɪg,1,twĭg,,,,n.,46.0,220,twig
9493,twilight,t w aI l aI t,tw?l?t,2,twīʹlī_gh_t,,,,n.,47.0,220,twilight
9494,twine,t w aI n,tw?n,1,twīne,,,,n.,48.0,220,twine
9495,twinge,t w I n dZ,twɪn?,1,twĭnge,,,,n.,49.0,220,twinge
9496,twinkling,t w I N k @ l i N,twɪŋkəliŋ,2,twĭʹnkling,,,,n.,51.0,220,twinkling
9497,twins,t w I n z,twɪnz,1,twĭns,,,,n.,52.0,220,twins
9498,twirl,t w 3:r l,twɜ:rl,1,twĭrl,,,,v.,53.0,220,twirl
9499,twist,t w I s t,twɪst,1,twĭſt,,,,n.,54.0,220,twist
9500,twitch,t w I tS,twɪ?,1,twĭtch,,,,n.,56.0,220,twitch
9501,tye,t aI,t?,1,tye,,,,v.,58.0,220,tye
9502,tympanum,t I m p @ n @ m,tɪmpənəm,3,tympāʹnum,,,,n.,59.0,220,tympanum
9503,type,t aI p,t?p,1,tȳpe,,,,n.,61.0,220,type
9504,typical,t I p @ k @ l,tɪpəkəl,3,tȳpĭcal,,nbSyll>1 et pas d'accent tonic,,a.,62.0,220,typical
9505,typically,t I p i k l i:,tɪpikliː,4,tȳʹpĭcally,,,,p.,63.0,220,typically
9506,typographical,t aI p @ g r\ { f i k @ l,t?pəgɹæfikəl,5,tȳpŏgrăʹphĭcal,,,,a.,65.0,220,typographical
9507,typography,t @ p A g r\ @ f i:,təpɑgɹəfiː,4,tȳpŏʹgraphy,G.,,,n.,66.0,220,typography
9508,tyrannical,t 3:r { n i k @ l,tɜ:rænikəl,4,tȳrăʹnnĭcal,,,,a.,67.0,220,tyrannical
9509,tyranny,t I r\ @ n i:,tɪɹəniː,3,tȳʹrănny,,,,n.,69.0,220,tyranny
9510,tyrant,t aI r\ @ n t,t?ɹənt,2,tȳʹrănt,,,,n.,70.0,220,tyrant
9511,ubiquity,j u b I k w i 4 i:,jubɪkwiɾiː,4,ūbĭʹquĭty,L.,,,n.,68.0,221,ubiquity
9512,ugly,V g l i:,ʌgliː,2,ŭʹgly,,,,a.,42.0,223,ugly
9513,ulcer,V l s 3:r,ʌlsɜ:r,2,ŭʹlcer,,,,n.,13.0,225,ulcer
9514,ulterior,@ l t I r\ i: 3:r,əltɪɹiːɜ:r,4,ŭltĕʹrĭor,,,,a.,17.0,225,ulterior
9515,ultimate,V l t @ m @ t,ʌltəmət,3,ŭʹltĭmāte,,,,a.,18.0,225,ultimate
9516,umbilical,@ m b I l i k @ l,əmbɪlikəl,4,ŭmbĭʹlĭcal,,,,a.,22.0,225,umbilical
9517,umbrage,V m b r\ i dZ,ʌmbɹi?,2,ŭʹmbrage,L.,,,n.,24.0,225,umbrage
9518,umbrella,@ m b r\ E l @,əmbɹɛlə,3,ŭmbrĕʹllā,,,,n.,26.0,225,umbrella
9519,umpire,V m p aI 3:r,ʌmp?ɜ:r,2,ŭʹmpĭre,,,,n.,28.0,225,umpire
9520,unable,@ n eI b @ l,ən?bəl,3,ŭnāʹble,,,,a.,29.0,225,unable
9521,unacceptable,V n { k s E p t @ b @ l,ʌnæksɛptəbəl,5,ŭnăccĕʹptable,L.,,,a.,31.0,225,unacceptable
9522,unaccustomed,V n @ k V s t @ m d,ʌnəkʌstəmd,5,ŭnăccŭʹſtŏmed,,,,a.,33.0,225,unaccustomed
9523,unadorned,V n @ d O: r\ n d,ʌnədOːɹnd,4,ŭnădŏʹrned,,,,a.,37.0,225,unadorned
9524,unaffected,V n @ f E k t i d,ʌnəfɛktid,4,ŭnăffĕʹcted,L.,,,a.,39.0,225,unaffected
9525,unaided,@ n eI 4 i d,ən?ɾid,3,ŭnaiʹded,F.,,,a.,41.0,225,unaided
9526,unalienable,@ n eI l i: E n @ b @ l,ən?liːɛnəbəl,6,ŭnāʹlĭĕnable,,,,a.,43.0,225,unalienable
9527,unalterable,@ n O: l t 3:r @ b @ l,ənOːltɜ:rəbəl,5,ŭnăʹltĕrable,,,,a.,44.0,225,unalterable
9528,unanimity,j u n @ n I m @ 4 i:,junənɪməɾiː,5,ūnănĭʹmĭty,,,,n.,47.0,225,unanimity
9529,unanimous,j u n { n @ m @ s,junænəməs,4,ūnăʹnĭm_o_us,,,,a.,48.0,225,unanimous
9530,unanswerable,V n { n s 3:r @ b @ l,ʌnænsɜ:rəbəl,5,ŭnăʹnſ_w_ĕrable,,,,a.,50.0,225,unanswerable
9531,unarmed,@ n A r\ m d,ənɑɹmd,3,ŭnăʹrmed,,,,a.,56.0,225,unarmed
9532,unassisted,V n @ s I s t i d,ʌnəsɪstid,4,ŭnăſsĭʹſted,,,,a.,58.0,225,unassisted
9533,unattainable,V n @ t eI n @ b @ l,ʌnət?nəbəl,5,ŭnăttaĭʹnable,,,,a.,60.0,225,unattainable
9534,unattended,@ n @ t E n d i d,ənətɛndid,4,ŭnăttĕʹnded,,,,a.,62.0,225,unattended
9535,unavailable,V n @ v eI l @ b @ l,ʌnəv?ləbəl,5,ŭnăvaiʹlable,,,,a.,63.0,225,unavailable
9536,unavoidable,V n @ v OI 4 @ b @ l,ʌnəv?ɾəbəl,5,ŭnăvoiʹdable,,,,a.,65.0,225,unavoidable
9537,unawares,V n @ w E r\ z,ʌnəwɛɹz,3,ŭnăwāʹres,,,,p.,66.0,225,unawares
9538,unbar,@ n b A r\,ənbɑɹ,2,ŭnbăʹr,,,,v.,67.0,225,unbar
9539,unbecoming,V n b i k V m i N,ʌnbikʌmiŋ,4,ŭnbecŏʹming,,,,a.,68.0,225,unbecoming
9540,unbend,V n b E n d,ʌnbɛnd,2,ŭnbĕʹnd,,,,v.,2.0,226,unbend
9541,unbolt,V n b @U l t,ʌnboʊlt,2,ŭnbŏʹlt,,,,v.,11.0,226,unbolt
9542,unborn,V n b O: r\ n,ʌnbOːɹn,2,ŭnboʹrn,,,,a.,13.0,226,unborn
9543,unbridled,@ n b r\ aI 4 @ l d,ənbɹ?ɾəld,4,ŭnbrīʹdled,,,,a.,20.0,226,unbridled
9544,unbroken,@ n b r\ @U k @ n,ənbɹoʊkən,3,ŭnbrōʹk_e_n,,,,a.,21.0,226,unbroken
9545,unbuilt,V n b I l t,ʌnbɪlt,2,ŭnb_u_ĭʹlt,,,,a.,23.0,226,unbuilt
9546,unbutton,@ n b V t @ n,ənbʌtən,3,ŭnbŭʹtt_o_n,,,,v.,26.0,226,unbutton
9547,uncalled,@ n k O: l d,ənkOːld,3,ŭncaʹlled,,,,a.,27.0,226,uncalled
9548,uncertain,@ n s 3:r t @ n,ənsɜ:rtən,3,ŭncĕʹrt_a_ĭn,,,,a.,32.0,226,uncertain
9549,uncertainty,@ n s 3:r t @ n t i:,ənsɜ:rtəntiː,4,ŭncĕʹrt_a_ĭnty,,,,n.,33.0,226,uncertainty
9550,unchangeable,@ n tS eI n dZ @ b @ l,ən??n?əbəl,4,ŭnchāʹngeable,,,,a.,35.0,226,unchangeable
9551,uncivil,@ n s I v @ l,ənsɪvəl,3,ŭncĭʹvil,,,,a.,45.0,226,uncivil
9552,uncle,V N k @ l,ʌŋkəl,2,ŭʹncle,F.,,,n.,48.0,226,uncle
9553,unclean,@ n k l i: n,ənkliːn,2,ŭncleaʹn,,,,a.,49.0,226,unclean
9554,uncollected,@ n k @ l E k t i d,ənkəlɛktid,4,ŭncŏllĕʹcted,,,,a.,55.0,226,uncollected
9555,uncomfortable,@ n k V m f 3:r 4 @ b @ l,ənkʌmfɜ:rɾəbəl,5,ŭncŏʹmfŏrtable,,,,a.,58.0,226,uncomfortable
9556,uncommon,@ n k A m @ n,ənkɑmən,3,ŭncŏʹmmon,,,,a.,59.0,226,uncommon
9557,unconcerned,V n k @ n s 3:r n d,ʌnkənsɜ:rnd,4,ŭnconcĕʹrned,,,,a.,61.0,226,unconcerned
9558,unconfined,V n k @ n f aI n d,ʌnkənf?nd,4,ŭncŏnfīʹned,,,,a.,64.0,226,unconfined
9559,unconfirmed,V n k @ n f 3:r m d,ʌnkənfɜ:rmd,4,ŭnconfĭrmed,,nbSyll>1 et pas d'accent tonic,,a.,65.0,226,unconfirmed
9560,unconnected,V n k @ n E k t i d,ʌnkənɛktid,4,ŭncŏnnĕʹcted,,,,a.,66.0,226,unconnected
9561,unconscionable,@ n k A n S @ n @ b @ l,ənkɑnʃənəbəl,6,ŭncŏʹnſcĭonable,,,,a.,69.0,226,unconscionable
9562,unconstrained,V n k @ n s t r\ eI n d,ʌnkənstɹ?nd,4,ŭncŏnſtraiʹned,,,,a.,71.0,226,unconstrained
9563,uncontested,V n k @ n t E s t i d,ʌnkəntɛstid,4,ŭncŏntĕʹſted,,,,a.,73.0,226,uncontested
9564,uncorrected,V n k 3:r E k t i d,ʌnkɜ:rɛktid,4,ŭncŏrrĕʹcted,,,,a.,6.0,227,uncorrected
9565,uncouple,@ n k V p @ l,ənkʌpəl,3,ŭnc_o_ŭʹple,,,,v.,9.0,227,uncouple
9566,uncover,@ n k V v 3:r,ənkʌvɜ:r,3,ŭncŏʹver,,,,v.,8.0,227,uncover
9567,unctuous,V N tS w @ s,ʌŋ?wəs,3,ŭʹnctū_o_us,,,,a.,15.0,227,unctuous
9568,uncultivated,V n k V l t @ v eI 4 @ d,ʌnkʌltəv?ɾəd,5,ŭncŭʹltĭvāted,,,,a.,16.0,227,uncultivated
9569,uncured,V n k j 3:r d,ʌnkjɜ:rd,3,ŭncūʹred,,,,a.,17.0,227,uncured
9570,uncut,V n k V t,ʌnkʌt,2,ŭncŭʹt,,,,a.,22.0,227,uncut
9571,undaunted,@ n d O: n t i d,əndOːntid,3,ŭndauʹnted,,,,a.,23.0,227,undaunted
9572,undecided,V n d i s aI 4 i d,ʌndis?ɾid,4,ŭndecīʹded,,,,a.,27.0,227,undecided
9573,undeniable,V n d i n aI @ b @ l,ʌndin?əbəl,5,ŭndenīʹable,,,,a.,33.0,227,undeniable
9574,under,V n d 3:r,ʌndɜ:r,2,ŭʹnd_e_r,,,,p.,35.0,227,under
9575,underbid,V n d 3:r b I d,ʌndɜ:rbɪd,3,ŭndĕrbĭd,,nbSyll>1 et pas d'accent tonic,,v.,36.0,227,underbid
9576,underfoot,V n d 3:r f U t,ʌndɜ:rfʊt,3,ŭndĕrfooʹt,,,,a.,39.0,227,underfoot
9577,undergo,V n d 3:r g @U,ʌndɜ:rgoʊ,3,ŭndĕrgoʹ,,,,v.,40.0,227,undergo
9578,underling,V n d 3:r l i N,ʌndɜ:rliŋ,3,ŭʹndĕrling,,,,n.,44.0,227,underling
9579,undermine,V n d 3:r m aI n,ʌndɜ:rm?n,3,ŭndĕrmīʹne,,,,v.,45.0,227,undermine
9580,underneath,V n d 3:r n i: T,ʌndɜ:rniːθ,3,ŭndĕrneaʹth,,,,p.,47.0,227,underneath
9581,underrate,@ n d 3:r r\ eI t,əndɜ:rɹ?t,3,ŭndĕrrāʹte,,,,v.,49.0,227,underrate
9582,undersell,V n d 3:r s E l,ʌndɜ:rsɛl,3,ŭndĕrsĕʹll,,,,v.,50.0,227,undersell
9583,understand,V n d 3:r s t { n d,ʌndɜ:rstænd,3,ŭndĕrſtăʹnd,,,,v.,51.0,227,understand
9584,understanding,V n d 3:r s t { n d i N,ʌndɜ:rstændiŋ,4,ŭndĕrſtăʹnding,,,,n.,52.0,227,understanding
9585,undertake,V n d 3:r t eI k,ʌndɜ:rt?k,3,ŭndĕrtāʹke,,,,v.,53.0,227,undertake
9586,undertaker,V n d 3:r t eI k 3:r,ʌndɜ:rt?kɜ:r,4,ŭndĕrtāʹker,,,,n.,55.0,227,undertaker
9587,undervalue,V n d 3:r v { l j u,ʌndɜ:rvælju,4,ŭndĕrvaʹlūe,,,,v.,56.0,227,undervalue
9588,underwrite,V n d 3:r r\ aI t,ʌndɜ:rɹ?t,3,ŭʹndĕrwrīte,,,,v.,57.0,227,underwrite
9589,underwritten,V n d 3:r r\ I t @ n,ʌndɜ:rɹɪtən,4,ŭndĕr_w_rĭʹtt_e_n,,,,a.,59.0,227,underwritten
9590,undeserved,V n d i z 3:r v d,ʌndizɜ:rvd,4,ŭndesĕʹrved,,,,a.,60.0,227,undeserved
9591,undetermined,V n d i t 3:r m i n d,ʌnditɜ:rmind,5,ŭndĕtĕʹrmĭned,,,,a.,62.0,227,undetermined
9592,undiminished,V n d @ m I n i S t,ʌndəmɪniʃt,5,ŭndĭmĭʹnĭſhed,,,,a.,63.0,227,undiminished
9593,undisciplined,@ n d I s i p l i n d,əndɪsiplind,5,ŭndĭʹſcĭplīned,,,,a.,66.0,227,undisciplined
9594,undiscovered,V n d i s k V v 3:r d,ʌndiskʌvɜ:rd,5,ŭndĭſcŏʹvĕred,,,,a.,67.0,227,undiscovered
9595,undistinguishable,V n d i s t I N g w i S @ b @ l,ʌndistɪŋgwiʃəbəl,6,ŭndĭſtĭʹnguĭſhable,,,,a.,69.0,227,undistinguishable
9596,undistinguished,V n d i s t I N g w i S t,ʌndistɪŋgwiʃt,5,ŭndĭſtĭʹnguĭſhed,,,,a.,70.0,227,undistinguished
9597,undisturbed,V n d i s t 3:r b d,ʌndistɜ:rbd,4,ŭndĭſtŭʹrbed,,,,a.,71.0,227,undisturbed
9598,undivided,V n d @ v aI 4 i d,ʌndəv?ɾid,4,ŭndĭvīʹded,,,,a.,72.0,227,undivided
